age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
46,2,11.73284247,13.94734291,14.67000595,16.84392044,18.62959521,20.12537861,21.8598093,23.676269,25.49272869,27.30918838,29.12564807,30.94210777,32.75856746,35.66490297,-0.5684,15.2742,0.09043,10.878,11.868,12.859,13.985,15.274,16.76,18.486,20.508,22.234,23.96,25.686,27.412,29.138,30.864,32.59,34.316,36.042,37.768,39.494,41.22,42.946,44.672,46.398,48.124,49.85,51.576,53.302,55.028,56.754,58.48,60.206,61.932,63.658,65.384,67.11,68.836,70.562,72.288,74.014,75.74,77.466,79.192,80.918,82.644,84.37,1.726
47,2,11.70929638,13.93314225,14.65972592,16.84750389,18.6458735,20.15497248,21.90220775,23.73129636,25.56038497,27.38947358,29.2185622,31.04765081,32.87673942,35.8032812,-0.5684,15.2671,0.09101,10.851,11.845,12.839,13.971,15.267,16.763,18.501,20.541,22.279,24.017,25.755,27.493,29.231,30.969,32.707,34.445,36.183,37.921,39.659,41.397,43.135,44.873,46.611,48.349,50.087,51.825,53.563,55.301,57.039,58.777,60.515,62.253,63.991,65.729,67.467,69.205,70.943,72.681,74.419,76.157,77.895,79.633,81.371,83.109,84.847,1.738
48,2,11.68561377,13.91897504,14.64997731,16.85123321,18.66508078,20.18675559,21.9489558,23.79383056,25.63870533,27.48358009,29.32845485,31.17332961,33.01820438,35.970004,-0.5684,15.2609,0.09161,10.823,11.822,12.82,13.957,15.261,16.766,18.519,20.576,22.329,24.082,25.835,27.588,29.341,31.094,32.847,34.6,36.353,38.106,39.859,41.612,43.365,45.118,46.871,48.624,50.377,52.13,53.883,55.636,57.389,59.142,60.895,62.648,64.401,66.154,67.907,69.66,71.413,73.166,74.919,76.672,78.425,80.178,81.931,83.684,85.437,1.753
49,2,11.6632042,13.90680782,14.64169729,16.85686529,18.68435908,20.21934946,21.99513744,23.85369354,25.71224963,27.57080573,29.42936182,31.28791791,33.14647401,36.12016375,-0.5684,15.2562,0.09219,10.798,11.8,12.803,13.945,15.256,16.771,18.537,20.612,22.378,24.144,25.91,27.676,29.442,31.208,32.974,34.74,36.506,38.272,40.038,41.804,43.57,45.336,47.102,48.868,50.634,52.4,54.166,55.932,57.698,59.464,61.23,62.996,64.762,66.528,68.294,70.06,71.826,73.592,75.358,77.124,78.89,80.656,82.422,84.188,85.954,1.766
50,2,11.64252159,13.89560716,14.63494868,16.86449737,18.70563737,20.25394333,22.04331909,23.91555651,25.78779394,27.66003136,29.53226879,31.40450621,33.27674363,36.27232351,-0.5684,15.2527,0.09277,10.773,11.78,12.786,13.934,15.253,16.778,18.557,20.65,22.429,24.208,25.987,27.766,29.545,31.324,33.103,34.882,36.661,38.44,40.219,41.998,43.777,45.556,47.335,49.114,50.893,52.672,54.451,56.23,58.009,59.788,61.567,63.346,65.125,66.904,68.683,70.462,72.241,74.02,75.799,77.578,79.357,81.136,82.915,84.694,86.473,1.779
51,2,11.6219755,13.8854065,14.62866865,16.87317807,18.72898668,20.29134798,22.09528394,23.9822551,25.86922627,27.75619743,29.6431686,31.53013976,33.41711092,36.43626479,-0.5684,15.2505,0.09337,10.749,11.76,12.77,13.924,15.25,16.786,18.579,20.691,22.484,24.277,26.07,27.863,29.656,31.449,33.242,35.035,36.828,38.621,40.414,42.207,44,45.793,47.586,49.379,51.172,52.965,54.758,56.551,58.344,60.137,61.93,63.723,65.516,67.309,69.102,70.895,72.688,74.481,76.274,78.067,79.86,81.653,83.446,85.239,87.032,1.793
52,2,11.6034294,13.87723928,14.62492004,16.88285877,18.75326498,20.32894186,22.14724879,24.04895369,25.9506586,27.8523635,29.75406841,31.65577331,33.55747822,36.60020606,-0.5684,15.2497,0.09394,10.727,11.742,12.757,13.916,15.25,16.795,18.602,20.732,22.539,24.346,26.153,27.96,29.767,31.574,33.381,35.188,36.995,38.802,40.609,42.416,44.223,46.03,47.837,49.644,51.451,53.258,55.065,56.872,58.679,60.486,62.293,64.1,65.907,67.714,69.521,71.328,73.135,74.942,76.749,78.556,80.363,82.17,83.977,85.784,87.591,1.807
53,2,11.58588331,13.87003862,14.62164001,16.89444222,18.77761429,20.3673465,22.19864723,24.11298106,26.02731488,27.94164871,29.85598253,31.77031635,33.68465018,36.7475843,-0.5684,15.25,0.0945,10.706,11.725,12.744,13.909,15.25,16.806,18.625,20.774,22.593,24.412,26.231,28.05,29.869,31.688,33.507,35.326,37.145,38.964,40.783,42.602,44.421,46.24,48.059,49.878,51.697,53.516,55.335,57.154,58.973,60.792,62.611,64.43,66.249,68.068,69.887,71.706,73.525,75.344,77.163,78.982,80.801,82.62,84.439,86.258,88.077,1.819
54,2,11.56933722,13.86383797,14.61989141,16.90617154,18.8049636,20.40875115,22.25539529,24.18551526,26.11563523,28.04575521,29.97587518,31.90599516,33.83611513,36.92430709,-0.5684,15.2515,0.09507,10.686,11.709,12.732,13.903,15.252,16.817,18.651,20.819,22.653,24.487,26.321,28.155,29.989,31.823,33.657,35.491,37.325,39.159,40.993,42.827,44.661,46.495,48.329,50.163,51.997,53.831,55.665,57.499,59.333,61.167,63.001,64.835,66.669,68.503,70.337,72.171,74.005,75.839,77.673,79.507,81.341,83.175,85.009,86.843,88.677,1.834
55,2,11.55479113,13.85867075,14.61861138,16.91880362,18.83117088,20.44753425,22.30757693,24.25137824,26.19517954,28.13898085,30.08278215,32.02658346,33.97038476,37.08046685,-0.5684,15.2539,0.09559,10.668,11.695,12.722,13.898,15.254,16.829,18.676,20.861,22.708,24.555,26.402,28.249,30.096,31.943,33.79,35.637,37.484,39.331,41.178,43.025,44.872,46.719,48.566,50.413,52.26,54.107,55.954,57.801,59.648,61.495,63.342,65.189,67.036,68.883,70.73,72.577,74.424,76.271,78.118,79.965,81.812,83.659,85.506,87.353,89.2,1.847
56,2,11.54124504,13.85450353,14.61833135,16.93138708,18.85637816,20.48531735,22.35797537,24.3144056,26.27083582,28.22726605,30.18369627,32.1401265,34.09655672,37.22684509,-0.5684,15.2569,0.09609,10.651,11.682,12.713,13.894,15.257,16.841,18.7,20.902,22.761,24.62,26.479,28.338,30.197,32.056,33.915,35.774,37.633,39.492,41.351,43.21,45.069,46.928,48.787,50.646,52.505,54.364,56.223,58.082,59.941,61.8,63.659,65.518,67.377,69.236,71.095,72.954,74.813,76.672,78.531,80.39,82.249,84.108,85.967,87.826,89.685,1.859
57,2,11.52969895,13.85133632,14.61905132,16.94497053,18.88258544,20.52410046,22.40937382,24.37843296,26.34749211,28.31655125,30.2856104,32.25466954,34.22372869,37.37422332,-0.5684,15.2606,0.09657,10.636,11.671,12.705,13.891,15.261,16.854,18.725,20.944,22.815,24.686,26.557,28.428,30.299,32.17,34.041,35.912,37.783,39.654,41.525,43.396,45.267,47.138,49.009,50.88,52.751,54.622,56.493,58.364,60.235,62.106,63.977,65.848,67.719,69.59,71.461,73.332,75.203,77.074,78.945,80.816,82.687,84.558,86.429,88.3,90.171,1.871
58,2,11.51928938,13.84920254,14.62023987,16.95750537,18.90665069,20.55926202,22.45598905,24.43662471,26.41726037,28.39789602,30.37853168,32.35916733,34.33980299,37.50882004,-0.5684,15.2646,0.09701,10.623,11.661,12.699,13.889,15.265,16.866,18.748,20.982,22.864,24.746,26.628,28.51,30.392,32.274,34.156,36.038,37.92,39.802,41.684,43.566,45.448,47.33,49.212,51.094,52.976,54.858,56.74,58.622,60.504,62.386,64.268,66.15,68.032,69.914,71.796,73.678,75.56,77.442,79.324,81.206,83.088,84.97,86.852,88.734,90.616,1.882
59,2,11.50887981,13.84800188,14.62189699,16.9710402,18.93171593,20.59542358,22.50360429,24.49581646,26.48802863,28.48024079,30.47245296,32.46466512,34.45687729,37.64441675,-0.5684,15.2691,0.09744,10.61,11.651,12.692,13.888,15.269,16.879,18.772,21.021,22.914,24.807,26.7,28.593,30.486,32.379,34.272,36.165,38.058,39.951,41.844,43.737,45.63,47.523,49.416,51.309,53.202,55.095,56.988,58.881,60.774,62.667,64.56,66.453,68.346,70.239,72.132,74.025,75.918,77.811,79.704,81.597,83.49,85.383,87.276,89.169,91.062,1.893
60,2,11.50047025,13.84690155,14.62408553,16.98352642,18.95463915,20.6279636,22.54643633,24.5491726,26.55190886,28.55464513,30.55738139,32.56011766,34.56285393,37.76723195,-0.5684,15.2738,0.09782,10.599,11.643,12.688,13.887,15.274,16.891,18.794,21.056,22.959,24.862,26.765,28.668,30.571,32.474,34.377,36.28,38.183,40.086,41.989,43.892,45.795,47.698,49.601,51.504,53.407,55.31,57.213,59.116,61.019,62.922,64.825,66.728,68.631,70.534,72.437,74.34,76.243,78.146,80.049,81.952,83.855,85.758,87.661,89.564,91.467,1.903
61,2,11.63661727,13.85277438,14.61001711,16.96665923,19.03426276,20.87033319,22.89700863,24.98919975,27.08139087,29.17358198,31.2657731,33.35796422,35.45015534,38.79766112,-0.8886,15.2441,0.09692,10.793,11.77,12.748,13.891,15.244,16.87,18.858,21.34,23.328,25.316,27.304,29.292,31.28,33.268,35.256,37.244,39.232,41.22,43.208,45.196,47.184,49.172,51.16,53.148,55.136,57.124,59.112,61.1,63.088,65.076,67.064,69.052,71.04,73.028,75.016,77.004,78.992,80.98,82.968,84.956,86.944,88.932,90.92,92.908,94.896,1.988
62,2,11.62961727,13.84674093,14.60667423,16.97658304,19.06474834,20.92671016,22.9748895,25.0870764,27.19926331,29.31145022,31.42363713,33.53582404,35.64801095,39.02751,-0.9068,15.2434,0.09738,10.786,11.763,12.741,13.885,15.243,16.879,18.886,21.403,23.41,25.417,27.424,29.431,31.438,33.445,35.452,37.459,39.466,41.473,43.48,45.487,47.494,49.501,51.508,53.515,55.522,57.529,59.536,61.543,63.55,65.557,67.564,69.571,71.578,73.585,75.592,77.599,79.606,81.613,83.62,85.627,87.634,89.641,91.648,93.655,95.662,2.007
63,2,11.62361727,13.8426406,14.60479993,16.98750684,19.09630493,20.98489791,23.05477036,25.18695306,27.31913576,29.45131846,31.58350116,33.71568386,35.84786655,39.25935887,-0.9248,15.2433,0.09783,10.78,11.757,12.734,13.881,15.243,16.889,18.915,21.468,23.494,25.52,27.546,29.572,31.598,33.624,35.65,37.676,39.702,41.728,43.754,45.78,47.806,49.832,51.858,53.884,55.91,57.936,59.962,61.988,64.014,66.04,68.066,70.092,72.118,74.144,76.17,78.196,80.222,82.248,84.274,86.3,88.326,90.352,92.378,94.404,96.43,2.026
64,2,11.61861727,13.83760716,14.60298847,16.99947927,19.12986152,21.04508566,23.13743443,25.29066533,27.44389623,29.59712713,31.75035803,33.90358893,36.05681983,39.50198927,-0.9427,15.2438,0.09829,10.775,11.752,12.728,13.876,15.244,16.9,18.946,21.535,23.581,25.627,27.673,29.719,31.765,33.811,35.857,37.903,39.949,41.995,44.041,46.087,48.133,50.179,52.225,54.271,56.317,58.363,60.409,62.455,64.501,66.547,68.593,70.639,72.685,74.731,76.777,78.823,80.869,82.915,84.961,87.007,89.053,91.099,93.145,95.191,97.237,2.046
65,2,11.61275379,13.83357372,14.60164559,17.01145169,19.16348913,21.10608418,23.22109851,25.3953776,27.5696567,29.7439358,31.9182149,34.092494,36.2667731,39.74561966,-0.9605,15.2448,0.09875,10.77,11.746,12.723,13.872,15.245,16.911,18.977,21.603,23.669,25.735,27.801,29.867,31.933,33.999,36.065,38.131,40.197,42.263,44.329,46.395,48.461,50.527,52.593,54.659,56.725,58.791,60.857,62.923,64.989,67.055,69.121,71.187,73.253,75.319,77.385,79.451,81.517,83.583,85.649,87.715,89.781,91.847,93.913,95.979,98.045,2.066
66,2,11.60861727,13.83050683,14.60077129,17.02442412,19.19818775,21.16889348,23.30676258,25.50208988,27.69741718,29.89274447,32.08807177,34.28339907,36.47872637,39.99125005,-0.978,15.2464,0.0992,10.765,11.742,12.718,13.869,15.246,16.923,19.009,21.673,23.759,25.845,27.931,30.017,32.103,34.189,36.275,38.361,40.447,42.533,44.619,46.705,48.791,50.877,52.963,55.049,57.135,59.221,61.307,63.393,65.479,67.565,69.651,71.737,73.823,75.909,77.995,80.081,82.167,84.253,86.339,88.425,90.511,92.597,94.683,96.769,98.855,2.086
67,2,11.60375379,13.82747339,14.60095984,17.03839655,19.23395739,21.23351354,23.39442665,25.61080215,27.82717765,30.04355315,32.25992865,34.47630415,36.69267965,40.23888045,-0.9954,15.2487,0.09966,10.761,11.737,12.714,13.866,15.249,16.936,19.042,21.745,23.851,25.957,28.063,30.169,32.275,34.381,36.487,38.593,40.699,42.805,44.911,47.017,49.123,51.229,53.335,55.441,57.547,59.653,61.759,63.865,65.971,68.077,70.183,72.289,74.395,76.501,78.607,80.713,82.819,84.925,87.031,89.137,91.243,93.349,95.455,97.561,99.667,2.106
68,2,11.59975379,13.8254065,14.60161696,17.0534176,19.27172703,21.3001336,23.48487392,25.72335003,27.96182614,30.20030225,32.43877836,34.67725447,36.91573058,40.49729236,-1.0126,15.2516,0.10012,10.757,11.733,12.71,13.864,15.252,16.95,19.077,21.819,23.946,26.073,28.2,30.327,32.454,34.581,36.708,38.835,40.962,43.089,45.216,47.343,49.47,51.597,53.724,55.851,57.978,60.105,62.232,64.359,66.486,68.613,70.74,72.867,74.994,77.121,79.248,81.375,83.502,85.629,87.756,89.883,92.01,94.137,96.264,98.391,100.518,2.127
69,2,11.59675379,13.82430617,14.60274266,17.06843864,19.3096387,21.3683752,23.5773212,25.83789792,28.09847464,30.35905136,32.61962808,34.8802048,37.14078152,40.75770427,-1.0296,15.2551,0.10058,10.754,11.73,12.706,13.863,15.255,16.964,19.112,21.895,24.043,26.191,28.339,30.487,32.635,34.783,36.931,39.079,41.227,43.375,45.523,47.671,49.819,51.967,54.115,56.263,58.411,60.559,62.707,64.855,67.003,69.151,71.299,73.447,75.595,77.743,79.891,82.039,84.187,86.335,88.483,90.631,92.779,94.927,97.075,99.223,101.371,2.148
70,2,11.59375379,13.82323928,14.60439978,17.08445969,19.34862139,21.43842758,23.67176847,25.9544458,28.23712313,30.51980046,32.80247779,35.08515513,37.36783246,41.02011619,-1.0464,15.2592,0.10104,10.751,11.727,12.703,13.862,15.259,16.979,19.148,21.973,24.142,26.311,28.48,30.649,32.818,34.987,37.156,39.325,41.494,43.663,45.832,48.001,50.17,52.339,54.508,56.677,58.846,61.015,63.184,65.353,67.522,69.691,71.86,74.029,76.198,78.367,80.536,82.705,84.874,87.043,89.212,91.381,93.55,95.719,97.888,100.057,102.226,2.169
71,2,11.59175379,13.8231724,14.6070569,17.10148074,19.38853307,21.50866918,23.76621574,26.07099369,28.37577163,30.68054957,32.98532751,35.29010545,37.59488339,41.2825281,-1.063,15.2641,0.10149,10.749,11.725,12.701,13.862,15.264,16.995,19.185,22.051,24.241,26.431,28.621,30.811,33.001,35.191,37.381,39.571,41.761,43.951,46.141,48.331,50.521,52.711,54.901,57.091,59.281,61.471,63.661,65.851,68.041,70.231,72.421,74.611,76.801,78.991,81.181,83.371,85.561,87.751,89.941,92.131,94.321,96.511,98.701,100.891,103.081,2.19
72,2,11.58975379,13.82313895,14.61024544,17.11859903,19.43058677,21.58253233,23.86622943,26.1952128,28.52419617,30.85317954,33.18216291,35.51114628,37.84012966,41.56650305,-1.0794,15.2697,0.10195,10.747,11.723,12.7,13.862,15.27,17.011,19.224,22.133,24.346,26.559,28.772,30.985,33.198,35.411,37.624,39.837,42.05,44.263,46.476,48.689,50.902,53.115,55.328,57.541,59.754,61.967,64.18,66.393,68.606,70.819,73.032,75.245,77.458,79.671,81.884,84.097,86.31,88.523,90.736,92.949,95.162,97.375,99.588,101.801,104.014,2.213
73,2,11.58861727,13.82407207,14.61390257,17.1376687,19.4737115,21.65820624,23.9674599,26.3195963,28.67173269,31.02386908,33.37600547,35.72814186,38.08027826,41.84369648,-1.0956,15.276,0.10241,10.745,11.722,12.699,13.863,15.276,17.029,19.264,22.217,24.452,26.687,28.922,31.157,33.392,35.627,37.862,40.097,42.332,44.567,46.802,49.037,51.272,53.507,55.742,57.977,60.212,62.447,64.682,66.917,69.152,71.387,73.622,75.857,78.092,80.327,82.562,84.797,87.032,89.267,91.502,93.737,95.972,98.207,100.442,102.677,104.912,2.235
74,2,11.58761727,13.82597174,14.61855969,17.15678699,19.51790723,21.73569093,24.07147358,26.44781541,28.82415723,31.20049905,33.57684088,35.9531827,38.32952452,42.13167144,-1.1115,15.2831,0.10287,10.744,11.721,12.698,13.865,15.283,17.047,19.305,22.303,24.561,26.819,29.077,31.335,33.593,35.851,38.109,40.367,42.625,44.883,47.141,49.399,51.657,53.915,56.173,58.431,60.689,62.947,65.205,67.463,69.721,71.979,74.237,76.495,78.753,81.011,83.269,85.527,87.785,90.043,92.301,94.559,96.817,99.075,101.333,103.591,105.849,2.258
75,2,11.58761727,13.82793829,14.62374823,17.17785666,19.56317399,21.81498639,24.17670406,26.57619891,28.97569375,31.37518859,33.77468344,36.17417828,38.57367312,42.41286487,-1.1272,15.2911,0.10333,10.744,11.721,12.699,13.867,15.291,17.067,19.347,22.391,24.671,26.951,29.231,31.511,33.791,36.071,38.351,40.631,42.911,45.191,47.471,49.751,52.031,54.311,56.591,58.871,61.151,63.431,65.711,67.991,70.271,72.551,74.831,77.111,79.391,81.671,83.951,86.231,88.511,90.791,93.071,95.351,97.631,99.911,102.191,104.471,106.751,2.28
76,2,11.58848075,13.83087141,14.62993678,17.19902357,19.61044075,21.89628185,24.28550095,26.71025363,29.13500631,31.559759,33.98451168,36.40926437,38.83401705,42.71362134,-1.1427,15.2998,0.10379,10.744,11.722,12.7,13.87,15.3,17.087,19.391,22.481,24.785,27.089,29.393,31.697,34.001,36.305,38.609,40.913,43.217,45.521,47.825,50.129,52.433,54.737,57.041,59.345,61.649,63.953,66.257,68.561,70.865,73.169,75.473,77.777,80.081,82.385,84.689,86.993,89.297,91.601,93.905,96.209,98.513,100.817,103.121,105.425,107.729,2.304
77,2,11.58948075,13.83477108,14.63712533,17.22119049,19.65884953,21.98019885,24.39729783,26.84730836,29.29731888,31.7473294,34.19733993,36.64735045,39.09736098,43.01737782,-1.1579,15.3095,0.10425,10.745,11.723,12.701,13.874,15.31,17.108,19.436,22.574,24.902,27.23,29.558,31.886,34.214,36.542,38.87,41.198,43.526,45.854,48.182,50.51,52.838,55.166,57.494,59.822,62.15,64.478,66.806,69.134,71.462,73.79,76.118,78.446,80.774,83.102,85.43,87.758,90.086,92.414,94.742,97.07,99.398,101.726,104.054,106.382,108.71,2.328
78,2,11.59134422,13.83970419,14.64478245,17.24530878,19.70825832,22.06511585,24.50931151,26.98352747,29.45774342,31.93195938,34.40617533,36.88039129,39.35460724,43.31335277,-1.1728,15.32,0.10471,10.746,11.725,12.704,13.879,15.32,17.131,19.482,22.668,25.019,27.37,29.721,32.072,34.423,36.774,39.125,41.476,43.827,46.178,48.529,50.88,53.231,55.582,57.933,60.284,62.635,64.986,67.337,69.688,72.039,74.39,76.741,79.092,81.443,83.794,86.145,88.496,90.847,93.198,95.549,97.9,100.251,102.602,104.953,107.304,109.655,2.351
79,2,11.59334422,13.84560386,14.65343957,17.26947569,19.75888016,22.15346516,24.6261084,27.12558219,29.62505599,32.12452978,34.62400358,37.12347737,39.62295117,43.62210924,-1.1875,15.3314,0.10517,10.748,11.727,12.707,13.885,15.331,17.154,19.529,22.766,25.141,27.516,29.891,32.266,34.641,37.016,39.391,41.766,44.141,46.516,48.891,51.266,53.641,56.016,58.391,60.766,63.141,65.516,67.891,70.266,72.641,75.016,77.391,79.766,82.141,84.516,86.891,89.266,91.641,94.016,96.391,98.766,101.141,103.516,105.891,108.266,110.641,2.375
80,2,11.5972077,13.85250353,14.66362811,17.2956426,19.81135996,22.24219293,24.74290528,27.26763692,29.79236855,32.31710019,34.84183182,37.36656346,39.8912951,43.93086571,-1.2019,15.3439,0.10562,10.751,11.731,12.711,13.892,15.344,17.179,19.578,22.864,25.263,27.662,30.061,32.46,34.859,37.258,39.657,42.056,44.455,46.854,49.253,51.652,54.051,56.45,58.849,61.248,63.647,66.046,68.445,70.844,73.243,75.642,78.041,80.44,82.839,85.238,87.637,90.036,92.435,94.834,97.233,99.632,102.031,104.43,106.829,109.228,111.627,2.399
81,2,11.60107118,13.85943665,14.67381666,17.32185814,19.86505282,22.33435301,24.86448537,27.41552726,29.96656914,32.51761103,35.06865292,37.6196948,40.17073669,44.2524037,-1.216,15.3572,0.10608,10.754,11.735,12.716,13.899,15.357,17.204,19.628,22.966,25.39,27.814,30.238,32.662,35.086,37.51,39.934,42.358,44.782,47.206,49.63,52.054,54.478,56.902,59.326,61.75,64.174,66.598,69.022,71.446,73.87,76.294,78.718,81.142,83.566,85.99,88.414,90.838,93.262,95.686,98.11,100.534,102.958,105.382,107.806,110.23,112.654,2.424
82,2,11.60593466,13.86733632,14.68553663,17.35007367,19.92081669,22.42932386,24.98906546,27.5664176,30.14376973,32.72112187,35.29847401,37.87582614,40.45317828,44.5769417,-1.2298,15.3717,0.10654,10.758,11.74,12.721,13.907,15.372,17.231,19.68,23.071,25.52,27.969,30.418,32.867,35.316,37.765,40.214,42.663,45.112,47.561,50.01,52.459,54.908,57.357,59.806,62.255,64.704,67.153,69.602,72.051,74.5,76.949,79.398,81.847,84.296,86.745,89.194,91.643,94.092,96.541,98.99,101.439,103.888,106.337,108.786,111.235,113.684,2.449
83,2,11.61079813,13.87626943,14.69772518,17.37933782,19.97858056,22.52629472,25.11642875,27.72114355,30.32585835,32.93057314,35.53528794,38.14000274,40.74471753,44.91226121,-1.2433,15.3871,0.107,10.762,11.745,12.728,13.916,15.387,17.259,19.734,23.178,25.653,28.128,30.603,33.078,35.553,38.028,40.503,42.978,45.453,47.928,50.403,52.878,55.353,57.828,60.303,62.778,65.253,67.728,70.203,72.678,75.153,77.628,80.103,82.578,85.053,87.528,90.003,92.478,94.953,97.428,99.903,102.378,104.853,107.328,109.803,112.278,114.753,2.475
84,2,11.61666161,13.88713566,14.71191372,17.41055336,20.03741545,22.62507634,25.24500884,27.87603389,30.50705893,33.13808398,35.76910903,38.40013408,41.03115912,45.2407992,-1.2565,15.4036,0.10746,10.767,11.751,12.735,13.927,15.404,17.289,19.789,23.287,25.787,28.287,30.787,33.287,35.787,38.287,40.787,43.287,45.787,48.287,50.787,53.287,55.787,58.287,60.787,63.287,65.787,68.287,70.787,73.287,75.787,78.287,80.787,83.287,85.787,88.287,90.787,93.287,95.787,98.287,100.787,103.287,105.787,108.287,110.787,113.287,115.787,2.5
85,2,11.62352509,13.89803533,14.72610227,17.44181751,20.09739237,22.72647951,25.37737213,28.03575984,30.69414755,33.35253526,36.01092296,38.66931067,41.32769838,45.58111871,-1.2693,15.4211,0.10792,10.773,11.758,12.743,13.938,15.421,17.319,19.845,23.399,25.925,28.451,30.977,33.503,36.029,38.555,41.081,43.607,46.133,48.659,51.185,53.711,56.237,58.763,61.289,63.815,66.341,68.867,71.393,73.919,76.445,78.971,81.497,84.023,86.549,89.075,91.601,94.127,96.653,99.179,101.705,104.231,106.757,109.283,111.809,114.335,116.861,2.526
